Algorithm,CoinName,FullName,FullyPremined,Id,ImageUrl,Name,PreMinedValue,ProofType,SortOrder,Sponsored,Symbol,TotalCoinSupply,TotalCoinsFreeFloat,Url
Counterparty,BitCrystals,BitCrystals (BCY),1,20315,/media/350903/bcy.png,BCY,N/A,N/A,524,False,BCY,100000000,N/A,/coins/bcy/overview
N/A,Rubies,Rubies (RBIES),0,20320,/media/350904/rbies.png,RBIES,N/A,PoS,525,False,RBIES,10000000,N/A,/coins/rbies/overview
N/A,Steem,Steem (STEEM),1,20333,/media/350907/steem.png,STEEM,N/A,PoW,526,False,STEEM,99692126,N/A,/coins/steem/overview
Scrypt,BillaryCoin,BillaryCoin (BLRY),0,20336,/media/350908/blry.png,BLRY,N/A,PoW/PoS,527,False,BLRY,42000000,N/A,/coins/blry/overview
Scrypt,WhiteCoin,WhiteCoin (XWC),0,20338,/media/350911/xwc_1.png,XWC,N/A,PoW/PoS,528,False,XWC,300000000,N/A,/coins/xwc/overview
Scrypt,Dotcoin,Dotcoin (DOT),0,20339,/media/350909/dot.png,DOT,N/A,PoW,529,False,DOT,890000000,N/A,/coins/dot/overview
Counterparty,Scotcoin,Scotcoin (SCOT),0,20342,/media/20416/scot_1.png,SCOT,N/A,N/A,530,False,SCOT,1000000000,N/A,/coins/scot/overview
Quark,Darknet,Darknet (DNET),0,20346,/media/350912/dnet.png,DNET,N/A,Pow/PoS,531,False,DNET,37175346,N/A,/coins/dnet/overview
N/A,BitalphaCoin,BitalphaCoin (BAC),0,20348,/media/350913/bac.png,BAC,N/A,PoW,532,False,BAC,7850161887.50,N/A,/coins/bac/overview
N/A,International Diamond Coin,International Diamond Coin (XID*),0,20387,/media/350916/xid.png,XID*,N/A,PoW,533,False,XID*,67000010 ,N/A,/coins/xidstar/overview
SHA256,Grantcoin,Grantcoin (GRT),0,20438,/media/20310/grt.png,GRT,N/A,Pow,535,False,GRT,10031749627.87000084,N/A,/coins/grt/overview
QuBit,Thecreed,Thecreed (TCR),0,20441,/media/350918/tcr.png,TCR,N/A,PoW/PoS,536,False,TCR,N/A,N/A,/coins/tcr/overview
N/A,PostCoin,PostCoin (POST),0,20444,/media/350917/post.png,POST,N/A,PoS,537,False,POST,15081003,N/A,/coins/post/overview
X11,Influxcoin,Influxcoin (INFX),0,20446,/media/350919/infx.png,INFX,N/A,PoW/PoS,538,False,INFX,12000000,N/A,/coins/infx/overview
Scrypt,EthereumScrypt,EthereumScrypt (ETHS),0,20448,/media/350910/eths.png,ETHS,N/A,PoW/PoS,539,False,ETHS,4200000,N/A,/coins/eths/overview
SHA256,Phalanx,Phalanx (PXL),0,20580,/media/350930/pxl.png,PXL,N/A,PoW,540,False,PXL,15000000,N/A,/coins/pxl/overview
Scrypt,NumbersCoin,NumbersCoin (NUM),0,20583,/media/350932/num.png,NUM,N/A,PoW/PoS,541,False,NUM,N/A,N/A,/coins/num/overview
Scrypt,SoulCoin,SoulCoin (SOUL),0,20585,/media/350930/pxl.png,SOUL,N/A,PoW/PoS,542,False,SOUL,1400000000,N/A,/coins/soul/overview
N/A,Ionomy,Ionomy (ION),0,20591,/media/350933/ion.jpg,ION,N/A,PoS,543,False,ION,50900000,N/A,/coins/ion/overview
N/A,GrownCoin,GrownCoin (GROW),0,20600,/media/350934/grow.png,GROW,N/A,PoW/PoS,544,False,GROW,N/A,N/A,/coins/grow/overview
N/A,SuperNET,SuperNET (UNITY),0,20635,/media/350935/unity_1.png,UNITY,N/A,N/A,545,False,UNITY,816060.9999,N/A,/coins/unity/overview
N/A,OldSafeCoin,OldSafeCoin (OLDSF),0,20640,/media/350936/oldsf.png,OLDSF,N/A,PoS,546,False,OLDSF,N/A,N/A,/coins/oldsf/overview
X11,SunShotCoin,SunShotCoin (SSTC),0,20644,/media/350937/ssc.png,SSTC,N/A,PoW,547,False,SSTC,2250000000,N/A,/coins/sstc/overview
X13,NetworkCoin,NetworkCoin (NETC),0,20647,/media/350938/netc.png,NETC,N/A,PoW/PoS,548,False,NETC,N/A,N/A,/coins/netc/overview
Scrypt,GPU Coin,GPU Coin (GPU),0,20650,/media/350939/gpu.png,GPU,N/A,PoS,549,False,GPU,221052632,N/A,/coins/gpu/overview
X15,Think And Get Rich Coin,Think And Get Rich Coin (TAGR),0,20652,/media/350940/tagr.png,TAGR,N/A,PoW/PoS,550,False,TAGR,30700000,N/A,/coins/tagr/overview
Scrypt-n,HempCoin,HempCoin (HMP),0,20655,/media/350941/hmp.png,HMP,N/A,PoW,551,False,HMP,5000000000,N/A,/coins/hmp/overview
X11,Adzcoin,Adzcoin (ADZ),0,20656,/media/351424/adz1.jpg,ADZ,N/A,PoW,552,False,ADZ,84000000,N/A,/coins/adz/overview
Scrypt,Gapcoin,Gapcoin (GAP),0,20659,/media/350943/gap.png,GAP,N/A,PoW/PoS,553,False,GAP,250000000,N/A,/coins/gap/overview
Scrypt,MayaCoin,MayaCoin (MYC),0,20661,/media/350947/myc.png,MYC,N/A,PoW/PoS,554,False,MYC,250000000,N/A,/coins/myc/overview
N/A,InvisibleCoin,InvisibleCoin (IVZ),0,20679,/media/350944/ivz.png,IVZ,N/A,PoS,555,False,IVZ,1000000,N/A,/coins/ivz/overview
Scrypt,VirtaCoin,VirtaCoin (VTA),0,20680,/media/350945/vta.png,VTA,N/A,PoW,556,False,VTA,21000000000,N/A,/coins/vta/overview
Scrypt,SaluS,SaluS (SLS),0,20681,/media/350946/sls.png,SLS,N/A,PoW/PoS,557,False,SLS,N/A,N/A,/coins/sls/overview
Dagger,SoilCoin,SoilCoin (SOIL),0,20685,/media/350949/soil.png,SOIL,N/A,PoW,558,False,SOIL,30000000,N/A,/coins/soil/overview
N/A,DigiCube,DigiCube (CUBE),0,20688,/media/350948/cube.png,CUBE,N/A,PoS,559,False,CUBE,N/A,N/A,/coins/cube/overview
Scrypt,YoCoin,YoCoin (YOC),0,20691,/media/350957/yoc.png,YOC,N/A,PoW,560,False,YOC,168351300,N/A,/coins/yoc/overview
SHA256,Coin,Coin (COIN*),0,20714,/media/350950/coin.png,COIN*,N/A,PoW,561,False,COIN*,N/A,N/A,/coins/coinstar/overview
Scrypt,VapersCoin,VapersCoin (VPRC),0,20718,/media/350951/vpc.png,VPRC,N/A,PoW,562,False,VPRC,42750000000,N/A,/coins/vprc/overview
N/A,AlpaCoin,AlpaCoin (APC),0,20722,/media/350956/apc.png,APC,N/A,PoW,563,False,APC,N/A,N/A,/coins/apc/overview
N/A,Steps,Steps (STEPS),0,20724,/media/350952/steps.png,STEPS,N/A,PoS,564,False,STEPS,9243127.173,N/A,/coins/steps/overview
Scrypt,DebitCoin,DebitCoin (DBTC),0,20726,/media/350953/dbtc.png,DBTC,N/A,PoW,565,False,DBTC,25999629.2378176,N/A,/coins/dbtc/overview
SHA256,Universal Currency,Universal Currency (UNIT),0,20728,/media/350954/unit.png,UNIT,N/A,PoW/PoS,566,False,UNIT,210000000,N/A,/coins/unit/overview
N/A,MoinCoin,MoinCoin (MOIN),0,20744,/media/350959/moin.png,MOIN,N/A,PoW/PoS,568,False,MOIN,184000000,N/A,/coins/moin/overview
X11GOST,SibCoin,SibCoin (SIB),0,20745,/media/350958/sib.png,SIB,N/A,PoW,569,False,SIB,24000000,N/A,/coins/sib/overview
X11,EuropeCoin,EuropeCoin (ERC),0,20748,/media/350960/erc.png,ERC,N/A,PoW/PoS,570,False,ERC,384000000,N/A,/coins/erc/overview
Scrypt,AdvancedInternetBlock,AdvancedInternetBlock (AIB),0,20806,/media/350971/aib.png,AIB,N/A,PoW,571,False,AIB,314159265359,N/A,/coins/aib/overview
N/A,PrimeChain,PrimeChain (PRIME),0,20814,/media/350979/prime.png,PRIME,N/A,PoS,572,False,PRIME,N/A,N/A,/coins/prime/overview
X14,BERNcash,BERNcash (BERN),0,20817,/media/350973/bern.png,BERN,N/A,PoW/PoS,573,False,BERN,N/A,N/A,/coins/bern/overview
N/A,BigUp,BigUp (BIGUP),1,20819,/media/350980/bigup.png,BIGUP,N/A,PoS,574,False,BIGUP,4000000000,N/A,/coins/bigup/overview
Dagger-Hashimoto,Krypton,Krypton (KR),0,20822,/media/350974/kr.png,KR,N/A,PoW,575,False,KR,N/A,N/A,/coins/kr/overview
X11Evo,RevolverCoin,RevolverCoin (XRE),0,20823,/media/350975/xre.jpg,XRE,N/A,PoW,576,False,XRE,N/A,N/A,/coins/xre/overview
X13,1337,1337 (1337),0,20824,/media/350976/1337.png,1337,N/A,PoW/PoS,577,False,1337,314159265359,N/A,/coins/1337/overview
X11,Pepe,Pepe (MEME),0,20825,/media/1383050/pepecoin-512.png,MEME,N/A,PoW/PoS,578,False,MEME,N/A,N/A,/coins/meme/overview
X11,DragonSphere,DragonSphere (XDB),0,20826,/media/350977/xdb.png,XDB,N/A,PoW/PoS,579,False,XDB,21007600,N/A,/coins/xdb/overview
SHA256,Anti Bitcoin,Anti Bitcoin (ANTI),0,20828,/media/350972/anti.png,ANTI,N/A,PoW,580,False,ANTI,42000000,N/A,/coins/anti/overview
SHA256,BreakoutCoin,BreakoutCoin (BRK),0,20892,/media/350981/brk.png,BRK,N/A,PoW/PoS,581,False,BRK,42000000,N/A,/coins/brk/overview
X11,ColossusCoinXT,ColossusCoinXT (COLX),0,20903,/media/12318297/colx.png,COLX,N/A,PoS,582,False,COLX,21000000000,N/A,/coins/colx/overview
X13,Mineum,Mineum (MNM),0,20905,/media/350982/mnm.png,MNM,N/A,PoW/PoS,583,False,MNM,10000000,N/A,/coins/mnm/overview
Scrypt,Asiadigicoin,Asiadigicoin (ADCN),0,20907,/media/350983/adcn.png,ADCN,N/A,PoW,584,False,ADCN,42000000,N/A,/coins/adcn/overview
PoS,ZeitCoin,ZeitCoin (ZEIT),0,20908,/media/350984/zeit.png,ZEIT,N/A,PoS,585,False,ZEIT, 99000000000,N/A,/coins/zeit/overview
SHA256,SixEleven,SixEleven (611),0,20909,/media/350985/611.png,611,N/A,PoW,586,False,611,611000,N/A,/coins/611/overview
Scrypt,2GiveCoin,2GiveCoin (2GIVE),0,20910,/media/350986/2give.png,2GIVE,N/A,PoW/PoS,587,False,2GIVE,N/A,N/A,/coins/2give/overview
Scrypt,Cryptographic Anomaly,Cryptographic Anomaly (CGA),0,20911,/media/350988/cga.png,CGA,N/A,PoW,588,False,CGA,10000000000,N/A,/coins/cga/overview
SHA256,SwingCoin,SwingCoin (SWING),0,20920,/media/350987/swing.png,SWING,N/A,PoW/PoS,589,False,SWING,40000000,N/A,/coins/swing/overview
Scrypt,SafeExchangeCoin,SafeExchangeCoin (SAFEX),1,20594,/media/1383986/safex.png,SAFEX,N/A,PoC,590,False,SAFEX,2147483647,N/A,/coins/safex/overview
PoS,Nebuchadnezzar,Nebuchadnezzar (NEBU),1,20980,/media/350990/nebu.png,NEBU,N/A,PoS,591,False,NEBU,20000000,N/A,/coins/nebu/overview
X11,AcesCoin,AcesCoin (AEC),0,20986,/media/350991/aec.png,AEC,N/A,PoS,592,False,AEC,98000000,N/A,/coins/aec/overview
Scrypt,Francs,Francs (FRN),0,20991,/media/350992/frn.png,FRN,N/A,PoW,593,False,FRN,20000000,N/A,/coins/frn/overview
ScryptOG,Aiden,Aiden (ADN),1,21007,/media/350993/adn.png,ADN,N/A,PoW,594,False,ADN,84000000,N/A,/coins/adn/overview
SHA256D,Pulse,Pulse (PULSE),0,21012,/media/350994/pulse.jpg,PULSE,N/A,PoS,595,False,PULSE,N/A,N/A,/coins/pulse/overview
Scrypt,Number7,Number7 (N7),0,21017,/media/350995/n7.jpg,N7,N/A,PoW,596,False,N7,270967742,N/A,/coins/n7/overview
X11,Cygnus,Cygnus (CYG),0,21213,/media/350997/cygnus.png,CYG,N/A,PoW/PoS,597,False,CYG,25885320,N/A,/coins/cyg/overview
X11,LGBTQoin,LGBTQoin (LGBTQ),0,21215,/media/350996/lgbtq.png,LGBTQ,N/A,PoW,598,False,LGBTQ,50000000,N/A,/coins/lgbtq/overview
Dagger,Uther,Uther (UTH),0,21219,/media/350998/uth.png,UTH,N/A,PoW,599,False,UTH,25885320,N/A,/coins/uth/overview
PoS,MediumProject,MediumProject (MPRO),0,21222,/media/350999/mpro.jpg,MPRO,N/A,PoW,600,False,MPRO,250000,N/A,/coins/mpro/overview
SHA256D,KATZcoin,KATZcoin (KAT),0,21224,/media/351028/katz.png,KAT,N/A,PoW/PoS,601,False,KAT,100000000,N/A,/coins/kat/overview
Scrypt,404Coin,404Coin (404),0,21227,/media/351001/404.png,404,N/A,PoW/PoS,602,False,404,532000000,N/A,/coins/404/overview
Scrypt,Supreme,Supreme (SPM),0,21229,/media/351002/sup.png,SPM,N/A,PoW/PoS,603,False,SPM,88900000,N/A,/coins/spm/overview
PoS,Mojocoin,Mojocoin (MOJO),0,21232,/media/351003/mojo.png,MOJO,N/A,PoS,604,False,MOJO,N/A,N/A,/coins/mojo/overview
Scrypt,BelaCoin,BelaCoin (BELA),0,21239,/media/351933/bela.jpg,BELA,N/A,PoW,605,False,BELA,54000000,N/A,/coins/bela/overview
Scrypt,Flash,Flash (FLX),0,21244,/media/351007/flx.png,FLX,N/A,PoW/PoS,606,False,FLX,1000000,N/A,/coins/flx/overview
X11,BolivarCoin,BolivarCoin (BOLI),0,21357,/media/351008/boli.png,BOLI,N/A,PoW,607,False,BOLI,25000000,N/A,/coins/boli/overview
Scrypt,CludCoin,CludCoin (CLUD),0,21359,/media/351027/clud.png,CLUD,N/A,PoW,608,False,CLUD,100200000,N/A,/coins/clud/overview
X13,FlyCoin,FlyCoin (FLY),0,21370,/media/351013/fly.png,FLY,N/A,PoS,610,False,FLY,N/A,N/A,/coins/fly/overview
SHA256,High Voltage Coin,High Voltage Coin (HVCO),0,21374,/media/351014/hvco.png,HVCO,N/A,PoW/PoS,611,False,HVCO,1700000,N/A,/coins/hvco/overview
X11,GIZMOcoin,GIZMOcoin (GIZ),0,21378,/media/351015/giz.png,GIZ,N/A,PoW/PoS,612,False,GIZ,100000,N/A,/coins/giz/overview
N/A,GrexitCoin,GrexitCoin (GREXIT),0,21380,/media/351016/grexit.png,GREXIT,N/A,PoS,613,False,GREXIT,N/A,N/A,/coins/grexit/overview
Scrypt,Carboncoin,Carboncoin (CARBON),0,21382,/media/351017/carbon.png,CARBON,N/A,PoW,614,False,CARBON,16000000000,N/A,/coins/carbon/overview
Scrypt,DigiEuro,DigiEuro (DEUR),0,21384,/media/351018/deur.png,DEUR,N/A,PoW,615,False,DEUR,N/A,N/A,/coins/deur/overview
N/A,Turron,Turron (TUR),0,21626,/media/351020/tur.png,TUR,N/A,PoS,616,False,TUR,N/A,N/A,/coins/tur/overview
N/A,LemonCoin,LemonCoin (LEMON),0,21641,/media/351021/lemon.png,LEMON,N/A,PoW,617,False,LEMON,31000000,N/A,/coins/lemon/overview
X13,STRESScoin,STRESScoin (STS),0,21650,/media/351022/sts.png,STS,N/A,PoW/PoS,618,False,STS,N/A,N/A,/coins/sts/overview
X11,Dark Lisk,Dark Lisk (DISK),0,21652,/media/351023/disk.png,DISK,N/A,PoW/PoS,619,False,DISK,N/A,N/A,/coins/disk/overview
N/A,NevaCoin,NevaCoin (NEVA),0,21669,/media/351026/neva.png,NEVA,N/A,PoW/PoS,620,False,NEVA,26280000,N/A,/coins/neva/overview
PoS,Cryptokenz,Cryptokenz (CYT),0,21706,/media/351024/cyt.png,CYT,N/A,PoS,621,False,CYT,N/A,N/A,/coins/cyt/overview
Scrypt,Fuzzballs,Fuzzballs (FUZZ),0,21708,/media/351025/fuzz.png,FUZZ,N/A,PoW,622,False,FUZZ,21000000,N/A,/coins/fuzz/overview
Scrypt,Nukecoinz,Nukecoinz (NKC),0,21710,/media/351041/nkc.png,NKC,N/A,PoW,623,False,NKC,N/A,N/A,/coins/nkc/overview
X11,SecretCoin,SecretCoin (SCRT),0,21760,/media/351031/scrt.png,SCRT,N/A,PoW/PoS,624,False,SCRT,21000000,N/A,/coins/scrt/overview
X11,Ratecoin,Ratecoin (XRA),0,21770,/media/351032/xra.png,XRA,N/A,PoW/PoS,625,False,XRA,75000000,N/A,/coins/xra/overview
Scrypt,XanaxCoin,XanaxCoin (XNX),0,21773,/media/351033/xnx.jpg,XNX,N/A,PoW,626,False,XNX,42000000,N/A,/coins/xnx/overview
Scrypt,StarCoin,StarCoin (STAR*),0,21775,/media/351043/star.jpg,STAR*,N/A,PoW/PoS,627,False,STAR*,870731707,N/A,/coins/starstar/overview
PoS,Stakerush,Stakerush (STHR),0,21833,/media/351042/sthr.png,STHR,N/A,PoS,628,False,STHR,N/A,N/A,/coins/sthr/overview
PoS,Digital Bullion Gold,Digital Bullion Gold (DBG),0,21859,/media/351047/dbg.png,DBG,N/A,PoS,629,False,DBG,15000000,N/A,/coins/dbg/overview
Scrypt,BonesCoin,BonesCoin (BON*),0,21869,/media/351045/bon_1.png,BON*,N/A,PoS,630,False,BON,N/A,N/A,/coins/bonstar/overview
X11,WMCoin,WMCoin (WMC),0,21871,/media/351044/wmc.png,WMC,N/A,PoS,631,False,WMC,1000000000,N/A,/coins/wmc/overview
Scrypt,GothicCoin,GothicCoin (GOTX),0,21875,/media/351071/gotx.png,GOTX,N/A,PoW,632,False,GOTX,313333333,N/A,/coins/gotx/overview
SHA256,FlavorCoin,FlavorCoin (FLVR),0,21878,/media/351046/2flav.png,FLVR,N/A,PoW/PoS,633,False,FLVR,N/A,N/A,/coins/flvr/overview
Scrypt,ShrekCoin,ShrekCoin (SHREK),0,21907,/media/351048/shrek.png,SHREK,N/A,PoW/PoS,633,False,SHREK,1246000000,N/A,/coins/shrek/overview
PoS,Stakers,Stakers (STA*),0,21981,/media/351063/sta.png,STA*,N/A,PoS,635,False,STA*,100000000,N/A,/coins/stastar/overview
DPoS,Rise,Rise (RISE),0,22015,/media/351059/rise.png,RISE,N/A,PoS,636,False,RISE,N/A,N/A,/coins/rise/overview
SHA256,Revenu,Revenu (REV),0,22169,/media/351061/rev.png,REV,N/A,PoW/PoS,637,False,REV,222725000,N/A,/coins/rev/overview
X11,PabyosiCoin,PabyosiCoin (PBC),0,22171,/media/351062/pbc.png,PBC,N/A,PoW/PoS,638,False,PBC,31500000000,N/A,/coins/pbc/overview
X11,Obscurebay,Obscurebay (OBS),0,22177,/media/351064/obs.png,OBS,N/A,PoW/PoS,639,False,OBS,6562000,N/A,/coins/obs/overview
Scrypt,ExitCoin,ExitCoin (EXIT),0,22180,/media/351065/exit.png,EXIT,N/A,PoW/PoS,640,False,EXIT,756000000,N/A,/coins/exit/overview
Scrypt,EducoinV,EducoinV (EDC),0,22185,/media/351066/edc.png,EDC,N/A,PoW/PoS,641,False,EDC,99000000,N/A,/coins/edc/overview
SHA256,Clinton,Clinton (CLINT),0,22191,/media/351067/clint.png,CLINT,N/A,PoW,642,False,CLINT,2421227,N/A,/coins/clint/overview
SHA256,Clockcoin,Clockcoin (CKC),0,22207,/media/351068/ckc.png,CKC,N/A,PoW/PoS,643,False,CKC,525000000,N/A,/coins/ckc/overview
NIST5,VIP Tokens,VIP Tokens (VIP),0,22212,/media/351069/vip.png,VIP,N/A,PoW/PoS,644,False,VIP,90000000,N/A,/coins/vip/overview
NIST5,NXEcoin,NXEcoin (NXE),0,22240,/media/351070/nxe.png,NXE,N/A,PoW/PoS,645,False,NXE,2200000,N/A,/coins/nxe/overview
Lyra2RE,ZoomCoin,ZoomCoin (ZOOM),0,22245,/media/351081/zoom.png,ZOOM,N/A,PoW,646,False,ZOOM,250000,N/A,/coins/zoom/overview
N/A,DT Token,DT Token (DRACO),1,22248,/media/351390/dt-token.png,DRACO,N/A,N/A,647,False,DRACO,88888888,N/A,/coins/draco/overview
SHA256,YobitVirtualCoin,YobitVirtualCoin (YOVI),0,22254,/media/351073/yovi.png,YOVI,N/A,PoS,648,False,YOVI,22830000,N/A,/coins/yovi/overview
X15,OrlyCoin,OrlyCoin (ORLY),0,22258,/media/351076/orly.png,ORLY,N/A,PoW/PoS,649,False,ORLY,36000000,N/A,/coins/orly/overview
Scrypt,KubosCoin,KubosCoin (KUBO),0,22262,/media/351077/kubo.png,KUBO,N/A,PoW/PoS,650,False,KUBO,2940000,N/A,/coins/kubo/overview
X11,InceptionCoin,InceptionCoin (INCP),0,22264,/media/351078/incp.png,INCP,N/A,PoW/PoS,651,False,INCP,N/A,N/A,/coins/incp/overview
SHA256,SharkCoin,SharkCoin (SAK),0,22268,/media/351079/sak.png,SAK,N/A,PoW,652,False,SAK,400000000,N/A,/coins/sak/overview
X11,EvilCoin,EvilCoin (EVIL),0,22272,/media/351080/evil.png,EVIL,N/A,PoW/PoS,653,False,EVIL,21024000,N/A,/coins/evil/overview
X15,OmegaCoin,OmegaCoin (OMA),0,22280,/media/20386/oma.png,OMA,N/A,PoW/PoS,654,False,OMA,N/A,N/A,/coins/oma/overview
Quark,MonetaryUnit,MonetaryUnit (MUE),0,22325,/media/351084/mue.png,MUE,N/A,PoW,655,False,MUE,N/A,N/A,/coins/mue/overview
Scrypt,CobraCoin,CobraCoin (COX),0,22326,/media/351083/cox.png,COX,N/A,PoW/PoS,656,False,COX,1012941176,N/A,/coins/cox/overview
N/A,Bancor Network Token,Bancor Network Token (BNT),0,22327,/media/1383549/bnt.jpg,BNT,N/A,N/A,657,False,BNT,79323978,N/A,/coins/bnt/overview
X11,BitSend,BitSend (BSD),0,22329,/media/351086/bsd.png,BSD,N/A,PoW/PoS,659,False,BSD,139000000,N/A,/coins/bsd/overview
Scrypt,Destiny,Destiny (DES),0,22330,/media/351087/des.png,DES,N/A,PoW/PoS,660,False,DES,212625,N/A,/coins/des/overview
NIST5,16BitCoin,16BitCoin (BIT16),0,22333,/media/20181/16bit.png,BIT16,N/A,PoW/PoS,661,False,BIT16,16000000,N/A,/coins/bit16/overview
N/A,Project Decorum,Project Decorum (PDC),1,22352,/media/351088/pdc.png,PDC,N/A,N/A,662,False,PDC,50000000,N/A,/coins/pdc/overview
Scrypt,CometCoin,CometCoin (CMT),0,22354,/media/351090/cmt.png,CMT,N/A,PoW,663,False,CMT,2000000,N/A,/coins/cmt/overview
Scrypt,ChessCoin,ChessCoin (CHESS),0,22407,/media/351094/chess.jpg,CHESS,N/A,PoW/PoS,665,False,CHESS,74666667,N/A,/coins/chess/overview
Scrypt,SpaceCoin,SpaceCoin (SPACE),0,22410,/media/351095/space.png,SPACE,N/A,PoW/PoS,666,False,SPACE,N/A,N/A,/coins/space/overview
Scrypt,ReeCoin,ReeCoin (REE),0,22418,/media/351096/ree.png,REE,N/A,PoW/PoS,667,False,REE,350000000,N/A,/coins/ree/overview
N/A,Liquid,Liquid (LQD),0,22422,/media/351097/lqd.png,LQD,N/A,N/A,668,False,LQD,99999.99,N/A,/coins/lqd/overview
Scrypt,Marvelous,Marvelous (MARV),0,22428,/media/351099/marv.png,MARV,N/A,PoW,669,False,MARV,400000000,N/A,/coins/marv/overview
SHA256,XDE II,XDE II (XDE2),0,22430,/media/351100/xde2.png,XDE2,N/A,PoS,670,False,XDE2,N/A,N/A,/coins/xde2/overview
Dagger-Hashimoto,VectorCoin 2.0 ,VectorCoin 2.0  (VEC2),0,22434,/media/351101/vec2.png,VEC2,N/A,PoW,671,False,VEC2,N/A,N/A,/coins/vec2/overview
Scrypt,Omni,Omni (OMNI),1,22441,/media/351102/omni.png,OMNI,N/A,PoW,672,False,OMNI,616448,N/A,/coins/omni/overview
SHA256,GenesysCoin,GenesysCoin (GSY),0,22453,/media/351103/gsy.png,GSY,N/A,PoW/PoS,673,False,GSY,N/A,N/A,/coins/gsy/overview
SHA256,TrollTokens,TrollTokens (TKN*),0,22458,/media/351104/tkn.png,TKN*,N/A,PoW/PoS,674,False,TKN*,860000000,N/A,/coins/tknstar/overview
POS 3.0,Let it Ride,Let it Ride (LIR),0,23423,/media/351208/lir.png,LIR,N/A,PoS,675,False,LIR,33500000,N/A,/coins/lir/overview
N/A,MMNXT ,MMNXT  (MMNXT),1,23425,/media/351209/nxtasset.png,MMNXT,N/A,N/A,676,False,MMNXT,50000000,N/A,/coins/mmnxt/overview
Scrypt,ScryptCoin,ScryptCoin (SCRPT),0,23429,/media/351210/scrpt.png,SCRPT,N/A,PoW,677,False,SCRPT,34181818,N/A,/coins/scrpt/overview
N/A,LBRY Credits,LBRY Credits (LBC),0,23432,/media/351211/lbc.png,LBC,N/A,N/A,678,False,LBC,1000000000,N/A,/coins/lbc/overview
N/A,Steem Backed Dollars,Steem Backed Dollars (SBD),0,23728,/media/350907/steem.png,SBD,N/A,N/A,680,False,SBD,N/A,N/A,/coins/sbd/overview
X13,CryptoJacks,CryptoJacks (CJ),0,23734,/media/351234/cj.png,CJ,N/A,PoW/PoS,681,False,CJ,500000000,N/A,/coins/cj/overview
Scrypt,PutinCoin,PutinCoin (PUT),0,23737,/media/1383668/put1.png,PUT,N/A,PoW/PoS,682,False,PUT,2000000000,N/A,/coins/put/overview
SHA256,Kraken,Kraken (KRAK),0,23741,/media/351236/krak.png,KRAK,N/A,PoW/PoS,683,False,KRAK,20 000 000,N/A,/coins/krak/overview
N/A,Dlisk,Dlisk (DLISK),0,23743,/media/351237/dlisk.png,DLISK,N/A,DPoS,684,False,DLISK,100000000,N/A,/coins/dlisk/overview
Scrypt,iBankCoin,iBankCoin (IBANK),0,23745,/media/351238/ibank.png,IBANK,N/A,PoW/PoS,685,False,IBANK,44333333,N/A,/coins/ibank/overview
X13,Stratis,Stratis (STRAT),1,24294,/media/351303/stratis-logo.png,STRAT,N/A,PoW/PoS,687,False,STRAT,N/A,N/A,/coins/strat/overview
N/A,Voyacoin,Voyacoin (VOYA),0,24305,/media/351304/voya.png,VOYA,N/A,PoW,688,False,VOYA,N/A,N/A,/coins/voya/overview
Scrypt,EnterCoin (ENTER),EnterCoin (ENTER) (ENTER),0,24307,/media/351305/enter.png,ENTER,N/A,PoW/PoS,689,False,ENTER,N/A,N/A,/coins/enter/overview
SHA256,World Gold Coin,World Gold Coin (WGC),0,24402,/media/351310/wgc.png,WGC,N/A,PoW,690,False,WGC,51000000,N/A,/coins/wgc/overview
X13,BitMoon,BitMoon (BM),0,24405,/media/351311/bm.png,BM,N/A,PoS,691,False,BM,100000000,N/A,/coins/bm/overview
Scrypt,Frankywillcoin,Frankywillcoin (FRWC),0,24866,/media/351361/frwc.png,FRWC,N/A,PoW/PoS,692,False,FRWC,7000000,N/A,/coins/frwc/overview
SHA256D,Psilocybin,Psilocybin (PSY),0,24871,/media/351362/psy.png,PSY,N/A,PoW/PoS,693,False,PSY,4214600,N/A,/coins/psy/overview
Scrypt,ExtremeCoin,ExtremeCoin (XT),0,24885,/media/351364/xt.png,XT,N/A,PoW/PoS,694,False,XT,N/A,N/A,/coins/xt/overview
Scrypt,RustCoin,RustCoin (RUST),0,24887,/media/351365/rust.png,RUST,N/A,PoW/PoS,695,False,RUST,21212121,N/A,/coins/rust/overview
Scrypt,NewZealandCoin,NewZealandCoin (NZC),0,24892,/media/351366/nzc.png,NZC,N/A,PoW,696,False,NZC,335800000,N/A,/coins/nzc/overview
N/A,SingularDTV,SingularDTV (SNGLS),1,24926,/media/351368/sngls.png,SNGLS,N/A,N/A,697,False,SNGLS,1000000000 ,N/A,/coins/sngls/overview
N/A,Xaurum,Xaurum (XAUR),0,25082,/media/351382/xaur.png,XAUR,N/A,N/A,698,False,XAUR,127108472.4829,N/A,/coins/xaur/overview
N/A,BitFinex Tokens,BitFinex Tokens (BFX),1,25238,/media/19554/bitfinex.png,BFX,N/A,N/A,699,False,BFX,32000000,N/A,/coins/bfx/overview
SHA256D,Uniqredit,Uniqredit (UNIQ),0,25594,/media/351387/uniq.png,UNIQ,N/A,PoW,700,False,UNIQ,N/A,N/A,/coins/uniq/overview
